0 256
0 1
0 2
0 4
0 7
0 324
0 523
0 435
0 17
0 916
0 24
0 25
0 539
0 159
0 291
0 164
0 38
0 40
0 48
0 433
0 179
0 181
0 58
0 319
0 448
0 196
0 841
0 849
0 351
0 112
0 424
0 115
0 124
1 645
1 327
1 8
1 530
1 62
2 642
2 3
2 5
2 6
2 9
2 906
2 11
2 396
2 13
2 15
2 657
2 660
2 153
2 155
2 158
2 801
2 162
2 37
2 167
2 299
2 45
2 302
2 176
2 437
2 950
2 186
2 187
2 834
2 652
2 331
2 588
2 77
2 592
2 83
2 470
2 473
2 732
2 557
2 677
2 354
2 739
2 356
2 613
2 104
2 118
2 503
2 761
3 88
3 301
4 130
4 387
4 143
4 16
4 19
4 148
4 21
4 279
4 28
4 474
4 31
4 33
4 163
4 166
4 296
4 429
4 174
4 47
4 689
4 50
4 999
4 799
4 188
4 835
4 458
4 79
4 976
4 722
4 214
4 87
4 90
4 655
4 348
4 991
4 226
4 103
4 232
4 487
4 240
4 531
4 404
4 122
4 637
4 277
5 641
5 779
5 397
5 282
5 156
5 286
5 672
5 549
5 311
5 440
5 194
5 580
5 335
5 82
5 597
5 93
5 621
5 111
5 244
5 246
5 508
6 874
6 92
6 106
6 959
7 774
8 896
8 847
8 958
8 69
8 934
8 161
8 41
8 10
8 807
8 462
8 367
8 883
8 20
8 590
8 361
8 728
8 121
8 495
8 283
8 894
9 32
9 321
9 742
9 454
9 268
9 394
9 12
9 674
9 175
9 52
9 533
9 886
9 312
9 853
11 465
11 831
11 85
11 581
12 14
12 22
12 23
12 280
12 36
12 169
12 556
12 55
12 574
12 68
12 198
12 718
12 339
12 84
12 89
12 219
12 604
12 491
12 368
12 626
12 117
12 632
12 506
13 971
13 110
14 455
14 744
14 714
14 935
14 44
14 756
14 27
15 120
15 49
15 18
15 616
16 913
16 133
16 785
16 234
16 721
16 542
16 671
17 26
17 75
17 395
19 96
19 128
19 534
19 358
19 417
19 182
19 183
19 836
19 892
19 414
19 703
20 192
20 35
20 293
20 211
20 259
20 970
20 107
20 653
20 605
20 145
20 131
20 949
20 751
20 413
20 453
22 64
22 99
22 100
22 806
22 135
22 136
22 337
22 150
22 94
23 848
23 242
23 374
24 930
24 30
25 496
25 34
25 101
25 679
25 42
25 80
25 210
26 336
26 880
26 39
26 561
26 43
26 273
26 285
26 144
26 53
26 822
26 471
26 445
26 154
26 635
26 764
26 29
27 61
27 149
30 676
30 646
30 615
30 911
30 54
30 603
30 830
31 694
31 191
32 233
33 353
33 745
34 180
34 134
35 160
35 736
35 710
36 449
36 263
36 907
36 205
36 78
36 365
36 51
36 46
36 890
36 606
37 932
37 792
37 57
37 252
37 415
38 362
38 943
38 816
38 81
38 499
38 596
38 723
38 989
38 63
39 195
39 938
39 467
39 215
39 760
39 253
39 543
40 292
40 840
40 330
40 76
40 56
40 575
41 71
42 873
42 65
43 306
43 207
44 512
44 372
45 692
45 547
45 60
45 726
46 139
46 126
49 66
49 647
49 236
50 416
50 775
51 67
51 678
51 70
51 72
51 842
51 108
51 528
51 86
51 730
51 284
51 926
52 483
52 967
52 589
52 430
52 73
52 696
55 492
55 170
55 788
56 59
58 325
58 349
59 912
61 152
61 687
62 856
63 224
63 658
64 262
65 386
65 805
65 102
65 235
65 237
65 241
65 184
65 217
65 266
65 447
66 410
67 656
67 310
67 255
68 113
68 466
68 870
68 614
69 833
69 98
69 230
69 393
69 74
69 290
69 360
69 146
69 212
69 706
69 185
69 411
69 157
71 859
71 884
74 168
74 908
74 350
75 576
75 493
75 669
76 264
78 472
78 524
78 502
78 398
79 129
79 786
80 515
80 95
82 332
83 383
84 267
84 91
84 366
84 631
85 937
85 501
86 868
87 563
88 518
88 860
88 813
88 238
88 208
88 119
88 248
88 347
88 444
88 925
89 137
89 618
89 109
89 412
89 767
90 116
90 428
90 741
91 475
92 304
92 344
92 202
92 517
93 97
93 733
93 388
93 359
93 650
93 527
93 338
93 507
93 125
94 105
94 271
94 147
94 729
94 377
94 218
94 446
95 662
96 804
96 197
96 838
96 583
96 425
96 427
96 460
96 942
96 940
96 313
97 797
98 305
98 142
99 817
99 114
99 659
99 509
100 288
100 898
100 485
100 390
100 497
100 553
100 717
100 239
100 209
100 371
100 276
100 698
100 639
100 638
100 511
101 225
102 866
102 459
102 815
102 432
102 307
102 373
102 854
102 247
102 664
102 254
103 132
103 488
103 201
103 171
103 141
103 781
103 762
104 795
104 919
104 334
104 151
105 281
106 178
108 504
108 544
108 204
109 200
109 969
109 363
109 402
109 699
112 138
112 525
113 123
113 685
115 295
115 382
115 223
116 829
119 352
119 498
119 737
123 867
123 983
123 407
125 624
125 984
125 346
125 127
126 272
126 369
126 451
126 686
128 844
129 190
130 691
130 941
132 952
133 643
133 843
133 140
133 973
133 314
134 199
135 998
135 278
135 323
135 222
137 172
137 261
137 713
139 649
139 203
139 173
139 177
139 213
140 227
140 231
141 289
143 820
143 357
144 768
144 514
144 554
144 980
144 917
144 379
144 572
146 665
147 340
148 784
148 538
148 826
150 808
150 541
151 929
151 803
152 418
152 876
153 520
153 193
153 905
153 681
154 409
155 494
156 724
156 315
156 436
157 450
158 257
159 746
159 322
159 221
159 399
160 560
160 381
160 342
162 165
162 927
164 469
165 420
165 573
167 582
167 265
167 591
167 274
167 309
168 419
168 439
168 287
170 480
170 900
170 328
170 945
170 317
171 727
171 684
174 526
174 551
177 341
178 661
180 850
182 220
182 189
183 355
183 763
184 478
184 545
185 260
185 206
185 389
186 787
186 918
188 370
188 747
189 452
190 931
190 316
190 303
192 789
193 490
193 516
193 633
195 673
198 720
198 811
198 675
199 258
201 298
201 666
202 400
203 864
203 644
203 228
203 463
203 216
203 345
205 891
208 625
208 802
208 308
211 994
212 408
213 716
213 245
217 704
217 595
217 251
217 610
218 481
218 902
218 343
218 909
218 791
220 985
221 294
224 712
224 250
226 620
226 229
229 996
232 505
232 988
232 910
232 663
234 577
234 422
234 476
234 683
234 972
234 269
234 888
234 568
234 540
234 957
235 392
235 623
238 385
238 318
239 249
239 243
241 702
242 765
244 513
245 904
245 780
247 326
247 300
247 500
247 406
247 536
249 885
250 948
255 771
255 329
260 968
260 845
265 697
265 275
265 391
265 270
267 552
267 974
269 796
269 477
270 376
273 772
275 933
277 953
277 914
277 403
280 612
282 457
287 962
289 320
289 297
290 773
291 364
294 608
294 668
294 878
295 570
296 990
296 622
297 522
297 380
297 865
303 442
310 333
311 617
311 951
314 456
317 571
318 690
318 431
321 634
321 828
322 955
323 783
324 401
324 858
325 752
325 579
325 837
325 375
326 776
326 578
327 426
327 651
327 461
327 423
330 521
330 893
331 709
332 489
333 378
333 586
334 731
334 438
337 585
340 963
341 434
341 997
341 482
341 757
343 753
344 966
346 719
346 877
346 535
347 555
353 519
354 869
357 384
358 441
366 956
366 693
368 995
374 821
375 705
375 607
378 601
378 468
382 769
387 851
389 479
390 510
392 484
392 559
393 421
395 640
395 960
398 405
399 889
401 628
401 611
401 790
404 961
405 609
406 839
406 486
407 619
410 564
412 593
413 594
418 755
418 670
425 778
429 939
432 793
437 443
439 532
439 558
447 602
447 987
447 566
456 464
456 565
458 654
458 879
460 777
461 975
463 882
464 915
465 550
468 800
477 921
477 954
485 924
485 598
486 770
487 798
489 993
505 707
506 537
506 695
513 569
513 809
514 725
518 600
518 599
520 928
520 562
526 529
526 946
530 584
530 627
537 682
538 548
538 899
539 814
543 546
546 992
551 881
554 630
554 567
557 832
558 855
558 965
558 862
560 740
562 587
563 715
564 667
567 688
571 812
577 872
580 920
582 810
583 824
584 629
584 863
586 708
592 648
594 861
594 735
604 700
605 750
607 846
609 982
613 748
613 749
618 636
619 818
624 895
630 981
633 758
636 701
644 680
647 852
648 743
671 738
674 827
675 734
681 766
682 711
683 875
686 871
688 947
690 978
699 923
709 964
737 754
738 782
741 823
741 759
746 857
747 901
749 794
750 944
763 887
781 819
801 825
811 903
832 897
843 979
876 936
878 922
968 986
971 977
